"","NAME","Description","Status","Long","Lat","Elev","country","continent","city","pname","citiname","countryname"
"309","Clarksville, Tennessee USA - B-cycle","https://clarksville.bcycle.com/<br>21 bikes in 2 stations<br>Launch January 15, 2016<br>Joint City and University program<br>Equipment :B-cycle<br>Source: http://clarksvillenow.com/local/bicycle-sharing-program-b-cycle-coming-to-clarksville/","operation",-87.3553848,36.5328123,"0","United States of America","North America","Clarksville, Tennessee USA","B-cycle","Clarksville","Tennessee USA"
"310","Clermont-Ferrand, France - C.Vélo","www.c-velo.fr <br>O'Briens Bike Share Map (http://bikes.oobrien.com/clermontferrand/)<br>CityBik.es Map (https://citybik.es/map/c-velo)<br>220 bikes in 22 stations (July 2014)<br>Launch June 27, 2013 with 100 bike in 10 stations<br>Operator: Vélogik<br>System Smoove Box<br>Source (http://www.cyberbougnat.net/cvelo-velo-libre-service-clermont-ferrand,7927.html)","operation",3.086987,45.778419,"0","France","Europe","Clermont-Ferrand, France","C.Vélo","Clermont-Ferrand","France"
"311","Cleveland, Ohio USA -  UH Bikes","http://uhbikes.com/<br>250 bikes in 30 stations<br>Launch: september 21, 2016<br>(http://www.cleveland.com/metro/index.ssf/2016/09/uh_bikes_rolls_out_250_bikes_i.html)<br>Pre-launh: July 15, 2016 with 100 bikes in<br>11 stations (http://uhbikes.com/prelaunch/)<br>Selects Cyclehop-Sobi as prefered vendor for a July 2016 launch<br>Source: http://www.bikecleveland.org/bike-cle/news/cyclehop-social-bikes-selected-as-preferred-bike-share-vendor/2015/11/<br>Starting feasibility study January 2013 Source (http://portal.cleveland-oh.gov/PRPortlet/document/download/1-14-13%20Bike%20Share%20Feasibility%20PRESS%20RELEASE.pdf?id=13304.)","operation",-81.686268,41.503307,"0","United States of America","North America","Cleveland, Ohio USA"," UH Bikes","Cleveland","Ohio USA"
"312","Cluj-Napoca, Apahida &amp; Floreşti, Romania - Clujbike","http://clujbike.eu/<br>CityBik.es Map (https://citybik.es/map/clujbike)<br>470 bikes in 29 stations<br>Launch: November 17, 2015<br>build out to 570 bikes in 42 stations<br>Source: http://ow.ly/UMu7f","operation",23.5852432,46.7704387,"0","Romania","Europe","Cluj-Napoca, Apahida &amp; Floreşti, Romania","Clujbike","Cluj-Napoca","Romania"
"313","Coburg, Germany - nextbike","www.nextbike.de (http://www.nextbike.de/)<br>10 bikes on 4 stations<br>Launched: 2009<br>Operator:nextbike GmbH","operation",10.965321,50.260239,"0","Germany","Europe","Coburg, Germany","nextbike","Coburg","Germany"
"314","Cocoa Beach, Florida USA","Panning a 50 bike 10 station program for 2017 with Zagster equipment<br>Source: http://www.floridatoday.com/story/news/local/2016/09/23/bicycle-sharing-program-planned-cocoa-beach-2017/90830282/","planning",-80.609436,28.3222134,"0","United States of America","North America","Cocoa Beach, Florida USA","Cocoa Beach, Florida USA","Cocoa Beach","Florida USA"
"315","Coeur d'Alene, Idaho USA","In January 2017, City Council is discussing the possibility of a program<br>Source: http://www.cdapress.com/article/20170112/ARTICLE/170119925?utm_content=bufferc0a2c&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer","planning",-116.7819214,47.6748663,"0","United States of America","North America","Coeur d'Alene, Idaho USA","Coeur d'Alene, Idaho USA","Coeur d'Alene","Idaho USA"
"316","Coimbatore, Tamil Nadu, India - ","Planning Public Use Bicycle Program as part of a comprehensice tranport program by 2020 Source: http://www.thehindu.com/news/cities/Coimbatore/coimbatore-plans-corridor-for-nonmotorised-transport/article8181124.ece","planning",76.9681549,11.0166885,"0","India","Asia","Coimbatore, Tamil Nadu, India - ","Coimbatore, Tamil Nadu, India - ","Coimbatore","India - "
"317","College Park, Maryland USA- mBike","http://zagster.com/mbike/<br>120 bikes in 14 stations<br>Launch: May 4, 2016<br>Equipment: Zagster","operation",-76.9375992,38.9852997,"0","United States of America","North America","College Park, Maryland USA- mBike","College Park, Maryland USA- mBike","College Park","Maryland USA- mBike"
"318","Collegno, Italy - BicinComune","Bicincittà (http://www.bicincitta.com/citta_v3.asp?id=24&pag=2)","operation",7.569838,45.073339,"0","Italy","Europe","Collegno, Italy","BicinComune","Collegno","Italy"
"319","Cologne, Germany - nextbike","http://nextbike.de Replace with KVB-Rad<br>Did not re-open for 2012 season in Cologne<br>Launched in September 2009 with 100 bikes in 14 stations","stopped",6.944733,50.938527,"0","Germany","Europe","Cologne, Germany","nextbike","Cologne","Germany"
"320","Cologne, Germany - KVB-rad","www.kvb-rad.de/de/koeln/<br>CityBik.edMap(https://citybik.es/map/kvb-rad)<br>1450 bikes in 100 stations<br>Launch: May 8, 2015<br>Operator: KVB Transit<br>Equipment : nextbike<br>Source: http://www.radioerft.de/erft/re/1289833/news/rhein-erft-kreis","operation",6.9616413,50.9408528,"0","Germany","Europe","Cologne, Germany","KVB-rad","Cologne","Germany"
"321","Cologne, Germany - Call a Bike","http://www.callabike.de/<br>CityBik.es Map (https://citybik.es/map/callabike-koln)<br>650 bikes flexible systems<br>Launched: March 2004","operation",6.957092,50.939825,"0","Germany","Europe","Cologne, Germany","Call a Bike","Cologne","Germany"
"322","Columbia, Maryland USA","Received funding for a Pilot program for 2017 (http://www.baltimoresun.com/news/maryland/howard/columbia/ph-ho-cf-bikeshare-pilot-0428-2-20160422-story.html) Considering planning December 2011","planning",-76.85724,39.211441,"0","United States of America","North America","Columbia, Maryland USA","Columbia, Maryland USA","Columbia","Maryland USA"
"323","Columbia, Missouri USA - ","Considering Feasibility Study August 2013Source (http://www.columbiamissourian.com/a/164259/columbia-makes-plans-for-new-bike-share-program/)","planning",-92.330475,38.958341,"0","United States of America","North America","Columbia, Missouri USA","Columbia, Missouri USA","Columbia","Missouri USA"
"324","Columbia, South Carolina USA","January 2015 Master Plan envisions 25 station bike share program<br>Source: http://www.thestate.com/2015/01/21/3941485_public-to-get-look-at-columbias.html?rh=1","planning",-81.0342979,34.001514,"0","United States of America","North America","Columbia, South Carolina USA","Columbia, South Carolina USA","Columbia","South Carolina USA"
"325","Columbus, Georgia USA - ","In August 2015 City planner recommends Public Use Bicycle program to transit authority<br>Source: http://www.wtvm.com/story/29887941/metra-ready-to-put-improvement-plan-in-motion","planning",-84.9938393,32.4644398,"0","United States of America","North America","Columbus, Georgia USA - ","Columbus, Georgia USA - ","Columbus","Georgia USA - "
"326","Columbus, Indiana - ColumBike","https://columbike.bcycle.com/<br>78 bikes<br>in 8 stations<br>Launched May 21, 2016<br>Source: http://www.therepublic.com/view/local_story/City-pedaling-forward-on-bike-_1450569716 Started planning during 2015 for a program","operation",-85.9092236,39.2066523,"0","United States of America","North America","Columbus, Indiana","ColumBike","Columbus","Indiana"
"327","Columbus, Ohio USA - COGO Bike ","www.cogobikeshare.com (http://www.cogobikeshare.com/)<br>O'Briens Bike share Map (http://bikes.oobrien.com/columbus/)<br>CityBik.es Map (https://citybik.es/map/cogo)<br>Columbus BikeShare Program<br>410 bikes in 44 stations <br>Launch: July 30, 2013 with 300 bikes in 30 stations. <br>System: PBSC<br>Operator: Motivate<br><br> <br>Soure (http://www.columbusunderground.com/locations-set-for-cogo-bike-share-system-mid-summer-launch-planned-bw1) with proposed station location map","operation",-82.996902,39.965543,"0","United States of America","North America","Columbus, Ohio USA","COGO Bike ","Columbus","Ohio USA"
"328","Columbus - Bexley, Grandview Heights &amp; Upper Arlington, Ohio USA -","Applied for Grant to exspand Columbus CoGo Proram nto these municipalities for 2017 Source: http://www.thisweeknews.com/content/stories/grandview/news/2016/09/13/bike-sharing-city-may-get-four-stations.html","planning",-83.038187,39.9779751,"0","United States of America","North America","Columbus","Bexley, Grandview Heights &amp; Upper Arlington, Ohio USA -","Columbus","Columbus"
"329","Como, Italy - Bike&amp;CO","http://bicincitta.tobike.it/Default.aspx<br>CityBik.es Map (https://citybik.es/map/bici-co)<br>50 bikes in 10 stations. Video (http://www.youtube.com/watch?v=5Ai_WA_-Lqw#t=119)<br>Launch August 21, 2013<br>System; Bicincittà<br>Souce (http://ecoinformazioni.wordpress.com/2013/07/13/bike-sharing-a-como/)","operation",9.085007,45.806786,"0","Italy","Europe","Como, Italy","Bike&amp;CO","Como","Italy"
"330","Comunità val Vigezzo, Italy - Bicincittà","Bicincittà (http://www.bicincitta.com/citta_v3.asp?id=17&pag=2)<br>CityBik.es map (https://citybik.es/map/ossola)<br>18 bikes in 3 stations <br>Resort Area<br>System: Bicincittà","operation",8.460846,46.135122,"0","Italy","Europe","Comunità val Vigezzo, Italy","Bicincittà","Comunità val Vigezzo","Italy"
"331","Copenhagen, Denmark - Bycyklen","System Terminated:October 31, 2012<br>http://www.bycyklen.dk/english/thecitybikeandcopenhagen.aspx<br><br>Launched: 1995<br>Operator: City Bike Foundation of Copenhagen","stopped",12.6044078,55.6771972,"0","Denmark","Europe","Copenhagen, Denmark","Bycyklen","Copenhagen","Denmark"
"332","Copenhagen, Denmark - Bycyklen - gobike","https://bycyklen.dk/en/<br>CityBik.es Map (https://citybik.es/map/bycyklen)<br>1,860 bikes in 90 stations - November 2015<br>Launch: April 1, 2014 with 250 bikes in 10 stations<br>Equipment: gobike<br>http://www.gobike.dk/<br>Serious under use (Febraury 2015: http://www.copenhagenize.com/2015/02/watching-copenhagen-bike-share-die.html)<br>Upgrade to 3rd or 4th generation system delayed by funding to 2014 or possibly later<br>Source (http://cphpost.dk/news/local/city-delays-new-bicycle-sharing-scheme)","operation",12.5843672,55.6780446,"0",NA,NA,"Copenhagen, Denmark","Bycyklen","Copenhagen","Denmark"
"333","Córdoba, Cordoba, Argentina - ","In October 2016, City Councilor proposes program for city<br>Source: http://www.lavoz.com.ar/ciudadanos/concejal-propuso-que-en-la-ciudad-cordoba-se-pueda-viajar-en-bicis-publicas","planning",-64.1869354,-31.4140143,"0","Argentina","South America","Córdoba, Cordoba, Argentina - ","Córdoba, Cordoba, Argentina - ","Córdoba","Argentina - "
"334","Córdoba, Spain - Eco-bici Ciclocity","http://www.cordoba.es/oficina-de-la-bicicleta<br>36 bikes in 4 stations<br><br>Launched: June 2003<br>Operator: Cyclocity","operation",-4.772873,37.883525,"0","Spain","Europe","Córdoba, Spain","Eco-bici Ciclocity","Córdoba","Spain"
"335","Córdoba (Universidad), Spain - Enbici","Enbici launched 2007. 4 stations, 75 bikes.","operation",-4.778194,37.885422,"0","Spain","Europe","Córdoba (Universidad), Spain","Enbici","Córdoba (Universidad)","Spain"
"336","Corfou, Greece","In political dispute with current administration -hopes to re-launch summer 2013<br>Launch: June 2010<br>Fleet: 100 bikes and 8 stations<br>System: Smoove<br>Maintenance: BrainBox","planning",19.920273,39.61997,"0",NA,NA,"Corfou, Greece","Corfou, Greece","Corfou","Greece"
"337","Cork, Ireland - Coke Zero Bikes","https://www.bikeshare.ie/cork.html<br>O'Brien Bike Share Map (http://bikes.oobrien.com/cork/)<br>CityBik.es Map (https://citybik.es/map/cork)<br>330 bikes in 31 stations<br>Launch March 2, 2015<br>Operational launch: December 18, 2014<br>Operator: An Rothar Nua<br>Equipment: Tracetel<br>Sponsor picked: Source (http://www.independent.ie/irish-news/unveiled-700-bikes-for-cork-limerick-and-galway-29593020.html)<br><br>National Transport Authority & Department of Transportation initiative Source (http://www.irishtimes.com/newspaper/ireland/2012/1128/1224327208161.html)","operation",-8.477368,51.899588,"0","Ireland","Europe","Cork, Ireland","Coke Zero Bikes","Cork","Ireland"
"338","Corpus Christi, Texas USA -","http://bike.zagster.com/corpuschristi/<br>40 bikes in 7 stations<br>Launch: August 26, 2016<br>Equipment: Zagster<br>July 2016 City considering<br>a program Source: http://www.caller.com/news/building-our-future/downtown/bike-share-program-riding-into-downtown-383b38dc-0759-4d88-e053-0100007fbcf7-388187762.html","operation",-97.3941422,27.7953507,"0",NA,NA,"Corpus Christi, Texas USA -","Corpus Christi, Texas USA -","Corpus Christi","Texas USA -"
"339","Corvallis, Oregon USA - Pedal Corvallis","http://zagster.com/pedalcorvallis/<br>33 bikes in 6 stations<br>Launch: June 30, 2016<br>Source:<br>(http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/) http://www.corvallisadvocate.com/2016/pedal-corvallis-cheap-easy-bike-sharing-transit/","operation",-123.2633615,44.5649042,"0","United States of America","North America","Corvallis, Oregon USA","Pedal Corvallis","Corvallis","Oregon USA"
"340","Cottbus, Germany - nextbike","http://nextbike.de<br>Did not re-open for 2012 season<br>Launched May 2007","stopped",14.330292,51.75934,"0","Germany","Europe","Cottbus, Germany","nextbike","Cottbus","Germany"
"341","Coventry, England, United Kingdom - Unicycle@Warwick","http://www.nextbike.co.uk/en/university%20of%20warwick/<br>CityBik.es Map (https://citybik.es/map/nextbike-uni-warwick)<br>50 Bike in 10 stations<br>Launch: October 3. 2015<br>Equipment: Nextbike","operation",-1.5621185,52.38668,"0","United Kingdom","Europe","Coventry, England, United Kingdom","Unicycle@Warwick","Coventry","United Kingdom"
"342","Cremona, Italy - EnBici la bici in Comune","CityBik.es Map (https://citybik.es/map/scegli-in-bici)<br>25 bikes in 8 stations<br>In 2013 updating from manned to automated system: On October 2, 2013 Biciincittà wins tender Source (http://www.comune.cremona.it/Article7277.phtml)<br>15 stations launched in 2010<br>Source (http://www.ecomotori.net/_/ecologicamente/cremona-oltre-400mila-euro-dalla-regione-per-i-r3737)","operation",10.022793,45.136766,"0","Italy","Europe","Cremona, Italy","EnBici la bici in Comune","Cremona","Italy"
"343","Créteil, France - Cristolib","http://www.cristolib.fr/<br>O'Brien Bike Share Map (http://bikes.oobrien.com/pariscreteil/)<br>CityBik.es Map (https://citybik.es/map/cristolib)<br>130 bikes, 10 stations<br>Launched: April 10, 2010<br>Operator: JCDecaux Cyclocity","operation",2.456217,48.788432,"0","France","Europe","Créteil, France","Cristolib","Créteil","France"
"344","Cuenca Canton, Ecuador","Planning during 2013 for a system in 2014","planning",-78.997707,-2.90121,"0","Ecuador","South America","Cuenca Canton, Ecuador","Cuenca Canton, Ecuador","Cuenca Canton","Ecuador"
"345","Cuenca, Spain - Tubici Cuenca","Launched 2009.<br>Ends 2014 3 stations, 50 bikes.<br>Operator: ITCL","stopped",-2.135789,40.073531,"0","Spain","Europe","Cuenca, Spain","Tubici Cuenca","Cuenca","Spain"
"346","Culleredo (La Coruña), Spain - Culleredo en Bici","Launched 2009.<br>3 stations, 140 bikes.<br>Operator: ITCL","operation",-8.382933,43.315655,"0","Spain","Europe","Culleredo (La Coruña), Spain","Culleredo en Bici","Culleredo (La Coruña)","Spain"
"347","Cuneo, Italy - Bicincittà","http://www.bicincittabip.com/frmLeStazioni.aspx<br>CityBik.es Map (https://citybik.es/map/cuneo)<br>70 bikes in 9 stations<br>Launched: July 18, 2011<br>System Bicicnittà BIP","operation",7.544861,44.416126,"0","Italy","Europe","Cuneo, Italy","Bicincittà","Cuneo","Italy"
"348","Curitiba, Paraná Brazil","<img src=""https://lh5.googleusercontent.com/7K5fjBqardNjaIK3bErL4ZGvBCp5BHEhoNwpVSy3Fe5h87Wvs_OGl1NOR5NcaTqvnK640yzLugWY7w4N5sMUODHwLhn-JqoS4s0MW5aDiDl8VD3twzzFVGyNj0Qz-1w"" height=""200"" width=""auto"" /><br><br>December 22, 2016 City signs contract for 480 pedelcs in 43 stations supplied by Bikefácil (https://cbncuritiba.com/2016/12/22/curitiba-tera-rede-de-aluguel-de-bicicletas-publicas/) inJuly 2013, City Council suggest bike share study for city program Source (http://www.bonde.com.br/?id_bonde=1-3--792-20130719)","planning",-49.275913,-25.420486,"0","Brazil","South America","Curitiba, Paraná Brazil","Curitiba, Paraná Brazil","Curitiba","Paraná Brazil"
"349","Daejeon, Korea - Ta-shu","http://www.tashu.or.kr/mainPageAction.do?process=mainPage <br>O'Brien Bike Share Map (http://bikes.oobrien.com/daejeon/)<br><br>600 Bikes 114 stations<br>Launched 2009<br>System U Bike","operation",127.389221,36.348868,"0","South Korea","Asia","Daejeon, Korea","Ta-shu","Daejeon","Korea"
"350","Dafeng, Yancheng, Jiangsu, China - Dafeng Public Bicycle","Launch : October 2014 with 300 bikes in 20 stations<br>In August 2015, will add 60 Dafeng urban public bicycle service outlets, 900 public bicycle will reach 80, public bicycle will reach 1,200 vehicles. Source: http://news.xinmin.cn/shehui/2015/05/28/27736826.html","operation",120.5028534,33.2047969,"0","China","Asia","Dafeng, Yancheng, Jiangsu, China","Dafeng Public Bicycle","Dafeng","China"
"351","Dagu River, Shandong, China","Proposed 600 bike in 25 stations program along the 200 Km Dagu River. Through Jiaozhou, Jimo, Pingdu and Lacey during 2015<br>Source: (http://news.bandao.cn/news_html/201412/20141219/news_20141219_2485265.shtml)","planning",120.1451111,36.3383594,"0","China","Asia","Dagu River, Shandong, China","Dagu River, Shandong, China","Dagu River","China"
"352","Daishan, Zhoushan, Zhejiang, China","225 Bikes in 13 Stations <br>Launch: May 10, 2014 Source (http://www.daishan.gov.cn/art/2014/5/12/art_49_30050.html)<br>Planning in June 2013 a program of 250 bikes in 15 stations. <br>Source (http://www.zhoushan.gov.cn/web/zhzf/zwgk/zzjg/qx/dsx/bmdt/201306/t20130603_484967.shtml)","operation",122.205734,30.245759,"0",NA,NA,"Daishan, Zhoushan, Zhejiang, China","Daishan, Zhoushan, Zhejiang, China","Daishan","China"
"353","Daiwang, Guangrao, Dongying, Shandong, China -Daiwang Public Bicycle","500 bicycles in 23 stations<br>Launch: October 27, 2016<br>Source: http://dongying.sdnews.com.cn/xqxw/201610/t20161027_2153004.htm","operation",118.5266876,36.9808893,"0","China","Asia","Daiwang, Guangrao, Dongying, Shandong, China -Daiwang Public Bicycle","Daiwang, Guangrao, Dongying, Shandong, China -Daiwang Public Bicycle","Daiwang","China -Daiwang Public Bicycle"
"354","Dalian, Liaoning,China","180 bikes in 4 stations<br>Launch: August 5, 2016 Source: http://jiangsu.china.com.cn/html/jsnews/society/6812003_1.html","operation",121.6186523,38.9935721,"0","China","Asia","Dalian, Liaoning,China","Dalian, Liaoning,China","Dalian","Liaoning,China"
"355","Dallas (Fair Park), Texas USA - ","16bikes in 2 stations<br>Launch: November 13, 2014 as an experiment for State Fair Grounds Source: http://www.dallasnews.com/news/metro/20141114-undaunted-by-wintry-weather-rawlings-kicks-off-fair-park-bike-sharing-program.ece<br>","operation",-96.763802,32.779806,"0","United States of America","North America","Dallas (Fair Park), Texas USA","Dallas (Fair Park), Texas USA","Dallas (Fair Park)","Texas USA"
"356","Dammam, Saudi Arabia - Flex Bike","http://dammam.homeport.cz/<br>Under construction in December 2014<br>Source: https://twitter.com/HOMEPORTbikes/status/545909389174263808/photo/1<br>Equipment: Homeport","planning",50.0873566,26.4097056,"0","Saudi Arabia","Asia","Dammam, Saudi Arabia","Flex Bike","Dammam","Saudi Arabia"
"357","Da Nang, Viet Nam - ","To Study Pilot Program (February 2014)Source (http://english.vietnamnet.vn/fms/society/95155/five-cities-to-pilot-public-bicycle-rental-services.html)","planning",108.217049,16.058351,"0","Vietnam","Asia","Da Nang, Viet Nam","Da Nang, Viet Nam","Da Nang","Viet Nam"
"358","Dangdong, Lianoning, China","400 bikes in 17 stations Launch: September 14, 2014 Source (http://dandong.w.cn/news/692654.html) Video (http://www.v1.cn/2014-09-14/1326817.shtml)","operation",124.383602,40.12009,"0","China","Asia","Dangdong, Lianoning, China","Dangdong, Lianoning, China","Dangdong","China"
"359","Dangtu, Ma'anshan, Anhui, China - Dangtu County Public Bicycle","800 bicycles in 43 stations<br>Begins February 11, 2015<br>For Spring Festival 2015 Construction from December 2014 Source; http://ah.anhuinews.com/system/2015/02/11/006682396.shtml<br>Source: http://ah.anhuinews.com/system/2015/01/22/006662623.shtml","operation",118.4964752,31.5668353,"0","China","Asia","Dangtu, Ma'anshan, Anhui, China","Dangtu County Public Bicycle","Dangtu","China"
"360","Dantu, Zhenjiang, Jiangsu, China  - Dantu Public Bicycle","240 bikes in 11 stationsLaunch: December 12, 2013 (20 days in avance of schedule)<br>Source (http://zj.fccs.com/news/201312/4114104.shtml)","operation",119.437008,32.132304,"0","China","Asia","Dantu, Zhenjiang, Jiangsu, China ","Dantu Public Bicycle","Dantu","China "
"361","Danville, Virginia USA -","City Council members in august 2016 considering a small program<br>Source: http://www.martinsvillebulletin.com/news/region_and_state/city-cycles-proposal-to-create-bike-share-program/article_4d984774-ecc4-51ad-a4c8-25097310109b.html","planning",-79.406004,36.5677703,"0","United States of America","North America","Danville, Virginia USA -","Danville, Virginia USA -","Danville","Virginia USA -"
"362","Danyang, Zhenjiang, Jiangsu, China - ","1,600 bikes in 77 stations<br>Launch October 2013 with 1,300 bikes in 78 stations Source: http://zgsc.china.com.cn/danyang/zsmq/2014-10-30/251791.html<br>Equipment:<br>Forever","operation",119.5947647,32.0010886,"0","China","Asia","Danyang, Zhenjiang, Jiangsu, China - ","Danyang, Zhenjiang, Jiangsu, China - ","Danyang","China - "
"363","Daqing (Ranghulu District) Heilongjiang, China - Daqing Public Bicycle","http://www.dqibike.com/<br>http://bikes.oobrien.com/daqing/<br>800 bikes in 45 stations<br>Launch: July 10, 2014<br>Source (http://www.daqing.gov.cn/zwdt/xqzwxx/500330.shtml)<br>Operator: Changzhou Wing<br>Equipment: Eversafe","operation",124.911804,46.641894,"0","China","Asia","Daqing (Ranghulu District) Heilongjiang, China","Daqing Public Bicycle","Daqing (Ranghulu District) Heilongjiang","China"
"364","Darmstadt, Germany - Call a Bike","https://www.callabike-interaktiv.de/index.php?id=880&&f=500<br>CityBik.es Map (https://citybik.es/map/callabike-darmstadt)<br>400 bikes in 34 stations","operation",8.65448,49.8738402,"0","Germany","Europe","Darmstadt, Germany","Call a Bike","Darmstadt","Germany"
"365","Datong, Shanxi, China","Planning for a 30,000 bike system the first part of 3 phases to be in 2016<br>Source: http://news.163.com/16/0407/00/BK0QE1MD00014Q4P.html","planning",113.3171082,40.0843759,"0","China","Asia","Datong, Shanxi, China","Datong, Shanxi, China","Datong","China"
"366","Davao, Philippines - ADB Tutubi- Bikes","Designated City for ADB System for 2012-2013 <br>Source (http://www.rappler.com/business/15583-don-t-have-a-car-share-a-bike)","planning",125.612547,7.075894,"0",NA,NA,"Davao, Philippines","ADB Tutubi- Bikes","Davao","Philippines"
"367","Davis, California","Considering Bike share for 2014<br>Will be part of the Sacramento - West Sacramento Program<br> <br>Source (http://www.davisenterprise.com/local-news/city/city-considering-a-bike-share-program/)","planning",-121.741176,38.543332,"0","United States of America","North America","Davis, California","Davis, California","Davis","California"
"368","Davenport, Bettendorf, Riverdale, Iowa &amp; Rock Island, Illinois USA","Commissioned Feasibility Study for the ""Quad Cities"" in March 2015<br>Source: http://www.qconline.com/news/local/quad-cities-to-study-bike-share-program/article_9a6b608a-7f19-5c30-bc8f-0cff25926e7e.html","planning",-90.5623627,41.5270858,"0","United States of America","North America","Davenport, Bettendorf, Riverdale, Iowa &amp; Rock Island, Illinois USA","Davenport, Bettendorf, Riverdale, Iowa &amp; Rock Island, Illinois USA","Davenport","Illinois USA"
"369","Dayi, Chengdu, Sichuan, China","In September started<br>planning 3,000 bike in 15 stations<br>Source: http://news.sina.com.cn/c/2015-09-10/doc-ifxhtvkk5685619.shtml","planning",103.5232258,30.5843566,"0","China","Asia","Dayi, Chengdu, Sichuan, China","Dayi, Chengdu, Sichuan, China","Dayi","China"
"370","Dayton, Ohio, USA - Link","https://www.linkdayton.org/<br>CityBik.es map (https://citybik.es/map/linkdayton)<br>225 bikes in 24 stations<br>Launch May 5, 2015<br>Source:<br>(https://www.bcycle.com/buzz/2015/05/05/link-dayton-launch)<br> (http://www.bizjournals.com/dayton/news/2014/03/28/dayton-to-launch-downtown-bike-share.html)<br>Feasibility<br>Study (http://www.bikemiamivalley.org/wp-content/uploads/2013/07/Dayton-Bike-Share-3.pdf completed in Summer 2013)<br>Operator: Bike Miami Valley<br>Equipment: B-cycle","operation",-84.191837,39.760123,"0","United States of America","North America","Dayton, Ohio, USA","Link","Dayton","USA"
"371","Debrecen, Hungary","2015 Tender for 90 bikes in 4 stations to connect the City and Universities was won by Sund Magyarország Kft.<br>Source: http://www.dehir.hu/debrecen/jon-a-debreceni-bubi-90-bringaval-indul-a-kerekparkolcsonzo-rendszer/2015/07/23/","planning",21.630578,47.5470743,"0","Hungary","Europe","Debrecen, Hungary","Debrecen, Hungary","Debrecen","Hungary"
"372","Delémont, Switzerland - Publibike","Terminated August 4, 2015<br>(http://www.24heures.ch/suisse/cyclistes-romands-boudent-offre-publibike/story/10657463)<br>Launched July 3, 2012<br>mixed pedalec system","stopped",7.350733,47.362258,"0","Switzerland","Europe","Delémont, Switzerland","Publibike","Delémont","Switzerland"
"373","Delray Beach , Florida USA -","Issues tender for 2017 program<br>on September 15, 2016. Size of program to be determined","planning",-80.0693893,26.4627358,"0","United States of America","North America","Delray Beach , Florida USA -","Delray Beach , Florida USA -","Delray Beach ","Florida USA -"
"374","Denia, Spain - DeniBici","www.denibic.es (http://www.denibici.es/)<br>Photo (http://www.facebook.com/photo.php?fbid=10150126619676823&set=a.8086461822.24231.8085941822)<br><br> <br>New system launch February 2011<br>48 bikes in 6 stations to begin - 100 bikes within a few months<br><br> <br>Operator: Cyma<br><br> <br>replaces an older system from ITCL","operation",0.11055,38.839173,"0","Spain","Europe","Denia, Spain","DeniBici","Denia","Spain"
"375","Denver, Colorado USA - Denver B-cycle","http://www.denverbikesharing.org <br>OBrien Bike Share Map:(http://bikes.oobrien.com/?city=denver)<br>CityBik.es Map (https://citybik.es/map/denver/) 728 bikes in 86 stations (July 2015)<br><br>Launched: April 22, 2010 with 530 Bikes and 72 Stations<br>-<br>550 bikes in 83 stations (May 2014)<br>Operator: Denver Bike Sharing<br>Equipment: B-cycle","operation",-104.981232,39.738874,"0","United States of America","North America","Denver, Colorado USA","Denver B-cycle","Denver","Colorado USA"
"376","Deqing, Huzhou, Zhejiang, China - Deqing County public Bicycle Service","2,650 Bikes in 116 Stations (June 2016)<br>Launch: April 25, 2014 with 1,300 Bikes in 67 Stations<br>Source (http://hz.fccs.com/news/201607/4974741.shtml)<br>(http://www.0572home.com/html/news/house_news/qn_news/20144/5020.Html)<br>Under construction at end of November 2013, for 1,600 bikes in 67 self service locations<br>Source (http://news.xinmin.cn/shehui/2013/11/30/22807287.html)","operation",119.978943,30.541861,"0","China","Asia","Deqing, Huzhou, Zhejiang, China","Deqing County public Bicycle Service","Deqing","China"
"377","Derby, England, United Kingdom - ","In January 2017 secure some funding and plans 115 bikes In 15 stations. December 2016, Council considering creating a program with the University of Derby<br>Source: http://www.derbytelegraph.co.uk/council-and-university-to-run-cycle-hire-scheme-in-derby/story-29954909-detail/story.html","planning",-1.4768887,52.9223325,"0","United Kingdom","Europe","Derby, England, United Kingdom - ","Derby, England, United Kingdom - ","Derby","United Kingdom - "
"378","Derry, Northern Ireland, United Kingdom - ","In December 2015 started considering a pedelecs system to solve a topography situation Source: http://www.derrynow.com/news/electric-boris-bikes-being-considered-for-derrys-steep-streets/62346","planning",-7.3109722,54.9921421,"0","United Kingdom","Europe","Derry, Northern Ireland, United Kingdom - ","Derry, Northern Ireland, United Kingdom - ","Derry","United Kingdom - "
"379","Dervio, Italy - Bike Sharing del comune di Dervio ","http://ow.ly/SgaxF<br>5 pedelecs in 2 stations<br>Launch: July 31, 2014<br>Equipment: Ecospazio<br>","operation",9.2999268,46.0765055,"0","Italy","Europe","Dervio, Italy - Bike Sharing del comune di Dervio ","Dervio, Italy - Bike Sharing del comune di Dervio ","Dervio","Italy - Bike Sharing del comune di Dervio "
